course_code,hard_prereq,concurrent_with,min_standing
CEEN 5550,none,,0.0
CEEN 5595,none,,0.0
CEEN 5615,none,,0.0
CEEN 5640,none,,0.0
CEEN 5650,none,,0.0
CEEN 5660,CEEN 3610,,0.0
CEEN 5670,none,,0.0
CEEN 5715,none,,0.0
CEEN 5720,none,,0.0
CEEN 5815,none,,0.0
CEEN 5830,none,,0.0
CEEN 5840,none,,0.0
CEEN 5845,none,,0.0
CEEN 5850,none,,0.0
CEEN 5931,none,,0.0
CEEN 6110,none,,0.0
CEEN 6120,none,,0.0
CEEN 6121,CEEN 6120,,0.0
CEEN 6210,none,,0.0
CEEN 6340,none,,0.0
CEEN 6350,none,,0.0
CEEN 6410,none,,0.0
CEEN 6420,CEEN 5411,,0.0
CEEN 6425,CEEN 3430;CEEN 3440;CEEN 5411;CEEN 6435,,0.0
CEEN 6435,none,,0.0
CEEN 6445,none,,0.0
CEEN 6460,MSCS 6010;EECE 6020;CEEN 4320;MATH 4700,,0.0
CEEN 6470,MATH 4700;CEEN 4320,,0.0
CEEN 6510,CEEN 5525,,0.0
CEEN 6520,CEEN 3510;CEEN 5515,,0.0
CEEN 6521,CEEN 5525;CEEN 6520,,0.0
CEEN 6540,CEEN 5515;CEEN 5525,,0.0
CEEN 6560,none,,0.0
CEEN 6610,none,,0.0
CEEN 6620,none,,0.0
CEEN 6635,none,,0.0
CEEN 6650,none,,0.0
CEEN 6655,CEEN 3320;CEEN 3160,,0.0
CEEN 6660,none,,0.0
CEEN 6675,none,,0.0
CEEN 6840,none,,0.0
CEEN 6850,none,,0.0
CEEN 6865,none,,0.0
CEEN 6932,none,,0.0
CEEN 6953,none,,0.0
CEEN 6995,none,,0.0
CEEN 6999,none,,0.0
CEEN 8097,none,,0.0
CEEN 8098,none,,0.0
CEEN 8953,none,,0.0
CEEN 8995,none,,0.0
CEEN 8999,none,,0.0
CEEN 9970,none,,0.0
CEEN 9974,none,,0.0
CEEN 9975,none,,0.0
CEEN 9976,none,,0.0
CEEN 9984,none,,0.0
CEEN 9985,none,,0.0
CEEN 9986,none,,0.0
CEEN 9987,none,,0.0
CEEN 9988,none,,0.0
CEEN 9989,none,,0.0
CEEN 9994,none,,0.0
CEEN 9995,none,,0.0
CEEN 9996,none,,0.0
CEEN 9997,none,,0.0
CEEN 9998,none,,0.0
CEEN 9999,none,,0.0
CHEM 1000,none,,0.0
CHEM 1001,none,,0.0
CHEM 1001H,none,,0.0
CHEM 1002,CHEM 1001 or OR 1013,,0.0
CHEM 1002H,CHEM 1001 or CHEM 1001H,,0.0
CHEM 1013,none,,0.0
CHEM 1013H,none,,0.0
CHEM 1014,CHEM 1001 or CHEM 1013,,0.0
CHEM 1014H,CHEM 1001 or CHEM 1001H or CHEM 1013H,,0.0
CHEM 1021,none,,0.0
CHEM 1022,none,,0.0
CHEM 1031,none,,0.0
CHEM 1032,none,,0.0
CHEM 1080,none,,0.0
CHEM 2111,CHEM 1002 or CHEM 1014,,0.0
CHEM 2112,CHEM 2111 or CHEM 2113,,0.0
CHEM 2113,CHEM 1002 or CHEM 1014,,0.0
CHEM 2114,CHEM 2111 or CHEM 2113,,0.0
CHEM 2121,none,,0.0
CHEM 2122,none,,0.0
CHEM 2131,none,,0.0
CHEM 2132,none,,0.0
CHEM 3120,none,,0.0
CHEM 3130,none,,0.0
CHEM 3201,CHEM 1002 or CHEM 1014,,0.0
CHEM 3210,CHEM 3201;CHEM 4433 or OR 4431;PHYS 1002 or PHYS 1004 or PHYS 1014,,0.0
CHEM 3320,CHEM 4431 or OR 4433 or OR 4434,CHEM 4330,0.0
CHEM 3420,none,CHEM 4433;CHEM 4434,0.0
CHEM 3931,CHEM 1002 or CHEM 1014,,0.0
CHEM 3954,CHEM 2112 or CHEM 2114,,0.0
CHEM 4130,CHEM 4431 or CHEM 4433 or CHEM 4434,,0.0
CHEM 4230,none,CHEM 3201,0.0
CHEM 4330,CHEM 4431 or CHEM 4433 or CHEM 4434,,0.0
CHEM 4430,CHEM 4434,,0.0
CHEM 4431,CHEM 1002 or CHEM 1014;MATH 1410 or MATH 1450;PHYS 1002 or PHYS 1004 or PHYS 1014,,0.0
CHEM 4433,CHEM 2114;MATH 1451;PHYS 1002 or PHYS 1004 or PHYS 1014,,0.0
CHEM 4434,CHEM 4433,,0.0
CHEM 4530,CHEM 2111 or CHEM 2113,,0.0
CHEM 4630,CHEM 2112;CHEM 4431 or CHEM 4433 or CHEM 4434,,0.0
CHEM 4710,none,CHEM 4433,0.0
CHEM 4720,none,CHEM 4434,0.0
CHEM 4931,CHEM 2112;OR 2114H,,0.0
CHEM 4931H,CHEM 2112;OR 2114H,,0.0
CHEM 4932,CHEM 4434,,0.0
CHEM 4953,CHEM 4434,,0.0
CHEM 4956,none,,0.0
CHEM 4956H,none,,0.0
CHEM 4995,CHEM 4434,,0.0
CHEM 4999,CHEM 4434,,0.0
CHEM 5130,none,,0.0
CHEM 5230,none,,0.0
CHEM 5330,none,,0.0
CHEM 5430,none,,0.0
CHEM 5431,none,,0.0
CHEM 5433,none,,0.0
CHEM 5434,none,,0.0
CHEM 5530,none,,0.0
CHEM 5630,none,,0.0
CHEM 5932,none,,0.0
CHEM 6101,none,,0.0
CHEM 6102,CHEM 6101,,0.0
CHEM 6103,CHEM 6101,,0.0
CHEM 6201,none,,0.0
CHEM 6202,none,,0.0
CHEM 6203,none,,0.0
CHEM 6204,none,,0.0
CHEM 6301,none,,0.0
CHEM 6302,none,,0.0
CHEM 6401,CHEM 5434,,0.0
CHEM 6402,CHEM 6405,,0.0
CHEM 6403,none,,0.0
CHEM 6404,none,,0.0
CHEM 6405,none,,0.0
CHEM 6406,none,,0.0
CHEM 6407,CHEM 6405,,0.0
CHEM 6931,none,,0.0
CHEM 6953,none,,0.0
CHEM 6960,none,,0.0
CHEM 6995,none,,0.0
CHEM 6998,none,,0.0
CHEM 6999,none,,0.0
CHEM 8953,none,,0.0
CHEM 8999,none,,0.0
CHEM 9503,none,,0.0
CHEM 9603,none,,0.0
CHEM 9970,none,,0.0
CHEM 9974,none,,0.0
CHEM 9975,none,,0.0
CHEM 9976,none,,0.0
CHEM 9994,none,,0.0
CHEM 9995,none,,0.0
CHEM 9996,none,,0.0
CHEM 9997,none,,0.0
CHEM 9998,none,,0.0
CHEM 9999,none,,0.0
CHNS 1001,none,,0.0
CHNS 1002,CHNS 1001,,0.0
CHNS 2001,CHNS 1002,,0.0
CHNS 2002,CHNS 2001,,0.0
CHNS 3200,none,,0.0
CHNS 3210,none,,0.0
CHNS 3215,none,,0.0
CHNS 3225,none,,0.0
CHNS 3230,none,,0.0
CHNS 3300,CHNS 2002,,0.0
CHNS 3700,CHNS 2002,,0.0
CHNS 4931,none,,0.0
CJAD 6995,none,,0.0
CLAS 1001,none,,0.0
CLAS 3000,none,,0.0
CLAS 3005,none,,0.0
CLAS 3015,none,,0.0
CLAS 3020,none,,0.0
CLAS 3025,none,,0.0
CLAS 3030,none,,0.0
CLAS 3200,none,,0.0
CLAS 3205,none,,0.0
CLAS 3210,none,,0.0
CLAS 3215,none,,0.0
CLAS 3220,none,,0.0
CLAS 4931,none,,4.0
CLAS 4995,none,,0.0
CLAS 5931,none,,0.0
CMST 2000,none,,0.0
CMST 2010,none,,0.0
CMST 2300,none,,2.0
CMST 2310,COMM 1100,,0.0
CMST 2961,none,,0.0
CMST 3000,COMM 1000,,0.0
CMST 3120,COMM 1000,,0.0
CMST 3200,none,,0.0
CMST 3300,none,,0.0
CMST 3964,none,,0.0
CMST 4100,COMM 1100;CMST 3120,,0.0
CMST 4120,none,,2.0
CMST 4130,none,,2.0
CMST 4140,none,,2.0
CMST 4150,none,,2.0
CMST 4170,COMM 1000,,0.0
CMST 4230,COMM 1000,,2.0
CMST 4240,COMM 1000,,2.0
CMST 4250,none,,2.0
CMST 4310,COMM 1000,,2.0
CMST 4350,COMM 1000;CMST 3300,,2.0
CMST 4400,COMM 1000,,2.0
CMST 4410,COMM 1000,,2.0
CMST 4500,none,,2.0
CMST 4520,none,,2.0
CMST 4530,none,,2.0
CMST 4570,none,,2.0
CMST 4600,CMST 3200,,3.0
CMST 4810,none,,0.0
CMST 4953,COMM 1000,,2.0
CMST 4961,COMM 1000,,3.0
CMST 4986,COMM 1000,,2.0
CMST 4995,COMM 1000,,3.0
CMST 4997,CMST 3000,,0.0
CMST 4999,COMM 1000,,4.0
CMST 5120,none,,0.0
CMST 5130,none,,0.0
CMST 5140,none,,0.0
CMST 5230,none,,0.0
CMST 5250,none,,0.0
CMST 5400,none,,0.0
CMST 5410,none,,0.0
CMST 5500,none,,0.0
CMST 5520,none,,0.0
CMST 5530,none,,0.0
CMST 5570,none,,0.0
CMST 5600,none,,0.0
CMST 5810,none,,0.0
CMST 5953,none,,0.0
CMST 6200,none,,0.0
CMST 6600,none,,0.0
CNEN 3810,none,,2.0
CNEN 3860,CNEN 3810,,0.0
CNEN 4815,CNEN 3810,,0.0
CNEN 4830,CNEN 3860,,0.0
CNEN 4840,CNEN 4845,,0.0
CNEN 4845,CNEN 3810,,4.0
CNEN 4931,none,,0.0
CNEN 4995,none,,3.0
COEN 2020,EECE 2010,,0.0
COEN 2610,EECE 1610 or COSC 1010,,0.0
COEN 2710,none,EECE 2030,0.0
COEN 4610,COEN 2610,,0.0
COEN 4620,COSC 2100,,0.0
COEN 4630,COSC 2100,,0.0
COEN 4650,COSC 2100,,0.0
COEN 4690,none,,0.0
COEN 4710,EECE 2030,,0.0
COEN 4720,COEN 2710;EECE 3015,,0.0
COEN 4730,COEN 2710,,4.0
COEN 4790,none,,0.0
COEN 4800,COEN 2610,,0.0
COEN 4820,COSC 2100,,0.0
COEN 4830,none,,0.0
COEN 4840,COSC 2100,,0.0
COEN 4850,COSC 2100;MATH 1450;MATH 2100,,0.0
COEN 4860,COSC 2100;MATH 1451,,0.0
COEN 4870,COSC 2100;MATH 1450;MATH 2100,,0.0
COEN 4890,none,,4.0
COEN 4920,none,,3.0
COEN 4995,none,,3.0
COEN 4998,COEN 4920,,0.0
COMM 1000,none,,0.0
COMM 1050,none,,0.0
COMM 1100,none,,0.0
COMM 1200,none,,0.0
COMM 1700,COMM 1000 or COMM 1200,,0.0
COMM 1964,none,,0.0
COMM 2100,none,,0.0
COMM 2500,COMM 1000 or COMM 1200,,2.0
COMM 3250,COMM 1700;BUAD 1560;MATH 1700,,0.0
COMM 3800,none,,2.0
COMM 3900,none,,2.0
COMM 3964,none,,3.0
COMM 4200,none,,3.0
COMM 4250,COMM 3250,,0.0
COMM 4500,none,,3.0
COMM 4550,none,,3.0
COMM 4550H,none,,3.0
COMM 4600,none,,0.0
COMM 4700,none,,3.0
COMM 4750,none,,0.0
COMM 4750H,none,,0.0
COMM 4931,none,,0.0
COMM 4953,none,,0.0
COMM 4961,none,,0.0
COMM 4971,none,,0.0
COMM 4986,none,,0.0
COMM 4995,none,,0.0
COMM 4999,none,,0.0
COMM 5200,none,,0.0
COMM 5500,none,,0.0
COMM 5550,none,,0.0
COMM 5600,none,,0.0
COMM 5700,none,,0.0
COMM 5750,none,,0.0
COMM 5931,none,,0.0
COMM 5953,none,,0.0
COMM 6001,none,,0.0
COMM 6002,none,,0.0
COMM 6250,none,,0.0
COMM 6810,none,,0.0
COMM 6815,none,,0.0
COMM 6820,none,,0.0
COMM 6825,none,,0.0
COMM 6931,COMM 6000;COMM 6050,,0.0
COMM 6953,none,,0.0
COMM 6954,none,,0.0
COMM 6955,none,,0.0
COMM 6956,none,,0.0
COMM 6957,none,,0.0
COMM 6958,none,,0.0
COMM 6961,none,,0.0
COMM 6964,none,,0.0
COMM 6995,none,,0.0
COMM 6998,COMM 6964,,0.0
COMM 6999,none,,0.0
COMM 9970,none,,0.0
COMM 9974,none,,0.0
COMM 9975,none,,0.0
COMM 9976,none,,0.0
COMM 9977,none,,0.0
COMM 9978,none,,0.0
COMM 9979,none,,0.0
COMM 9984,none,,0.0
COMM 9985,none,,0.0
COMM 9986,none,,0.0
COMM 9991,none,,0.0
COMM 9992,none,,0.0
COMM 9993,none,,0.0
COMM 9994,none,,0.0
COMM 9995,none,,0.0
COMM 9996,none,,0.0
COPS 6040,none,,0.0
COPS 6050,none,,0.0
COPS 6060,none,,0.0
COPS 8000,none,,0.0
COPS 8020,none,,0.0
COPS 8032,none,,0.0
COPS 8100,COPS 8210,,0.0
COPS 8210,none,,0.0
COPS 8220,COPS 8210,,0.0
COPS 8230,COPS 8220,,0.0
COPS 8240,COPS 8100;COPS 8220,,0.0
COPS 8310,COUN 6051;EDPS 6050,,0.0
COPS 8311,COPS 8310,,0.0
COPS 8320,COPS 8310,,0.0
COPS 8330,COPS 8311,,0.0
COPS 8870,COPS 8967,,0.0
COPS 8931,none,,0.0
COPS 8955,none,,0.0
COPS 8959,none,,0.0
COPS 8964,COUN 6040,,0.0
COPS 8965,COUN 6965,,0.0
COPS 8966,none,COPS 8970,0.0
COPS 8967,none,COPS 8870,0.0
COPS 8970,COPS 8950,,0.0
COPS 8986,none,,0.0
COPS 9987,none,,0.0
COPS 9988,none,,0.0
COPS 9989,none,,0.0
CORE 1929,THEO 1001 or PHIL 1001,,2.0
CORE 1929H,none,,0.0
CORE 4929,none,,3.0
CORE 4929H,none,,4.0
COSC 1000,none,,0.0
COSC 1001,none,,0.0
COSC 1002,none,,0.0
COSC 1010,none,,0.0
COSC 1020,none,,0.0
COSC 1360,none,,0.0
COSC 1820,none,,0.0
COSC 2100,COSC 1020 or EECE 1610,,0.0
COSC 2200,COSC 1020,MATH 2100 or MATH 2350,0.0
COSC 3090,COSC 2100,,0.0
COSC 3100,COSC 2100;MATH 2100 or MATH 2350,,0.0
COSC 3250,COSC 2100;COSC 2200 or COEN 2710,,0.0
COSC 3410,COSC 2100,,0.0
COSC 3550,COSC 2100,,0.0
COSC 3570,COSC 1010,MATH 2780 or MATH 4710 or MATH 4720 or MATH 4740,0.0
COSC 3810,COSC 2100,,0.0
COSC 3820,COSC 2100,,0.0
COSC 3840,COSC 1360,,0.0
COSC 3870,COSC 1000 or COSC 1010 or EECE 1610,,0.0
COSC 3977,none,,0.0
COSC 4010,EDUC 2001,,0.0
COSC 4290,COSC 3250 or COEN 4820,,0.0
COSC 4300,COSC 1360;COSC 3250 or COEN 4820,,0.0
COSC 4360,COSC 1360,COSC 3250 or COEN 4820,0.0
COSC 4370,COSC 2100,,0.0
COSC 4380,none,,0.0
COSC 4400,COSC 2100,,0.0
COSC 4500,COSC 3570 or MATH 3570,,0.0
COSC 4510,none,,0.0
COSC 4550,COSC 2100,,0.0
COSC 4600,COSC 2100;COSC 2200,,0.0
COSC 4610,COSC 2100 or COSC 3570 or MATH 3570,,0.0
COSC 4800,COSC 2100,,0.0
COSC 4860,COSC 2100;MATH 2100 or MATH 2350,,0.0
COSC 4920,COSC 3100;COSC 3250;MATH 1455 or MATH 1451;MATH 2100 or MATH 2350,,0.0
COSC 4931,none,,0.0
COSC 4953,none,,0.0
COSC 4987,none,,3.0
COSC 4988,COSC 4987,,3.0
COSC 4995,none,,0.0
COSC 4998,COSC 3100;COSC 3250;MATH 1455 or MATH 1451;MATH 2100 or MATH 2350,,0.0
COSC 4999,none,,0.0
COSC 5010,none,,0.0
COSC 5290,none,,0.0
COSC 5300,none,,0.0
COSC 5360,none,,0.0
COSC 5370,none,,0.0
COSC 5380,none,,0.0
COSC 5400,none,,0.0
COSC 5500,none,,0.0
COSC 5510,none,,0.0
COSC 5550,none,,0.0
COSC 5600,none,,0.0
COSC 5610,none,,0.0
COSC 5800,none,,0.0
COSC 5860,none,,0.0
COSC 5931,none,,0.0
COSC 6050,none,,0.0
COSC 6051,none,,0.0
COSC 6052,none,,0.0
COSC 6053,none,,0.0
COSC 6054,none,,0.0
COSC 6055,none,,0.0
COSC 6060,COSC 3100,,0.0
COSC 6090,none,,0.0
COSC 6260,none,,0.0
COSC 6270,none,,0.0
COSC 6280,none,,0.0
COSC 6330,none,,0.0
COSC 6340,none,,0.0
COSC 6345,none,,0.0
COSC 6350,none,,0.0
COSC 6355,COSC 2100,,0.0
COSC 6360,none,,0.0
COSC 6375,none,,0.0
COSC 6380,none,,0.0
COSC 6390,none,,0.0
COSC 6500,none,,0.0
COSC 6510,none,,0.0
COSC 6520,none,,0.0
COSC 6530,none,,0.0
COSC 6550,none,,0.0
COSC 6560,none,,0.0
COSC 6570,none,,0.0
COSC 6580,none,,0.0
COSC 6780,none,,0.0
COSC 6820,none,,0.0
COSC 6840,none,,0.0
COSC 6931,none,,0.0
COSC 6960,none,,0.0
COSC 6964,none,,0.0
COSC 6965,none,,0.0
COSC 6974,none,,0.0
COSC 6975,none,,0.0
COSC 6995,none,,0.0
COSC 6998,none,,0.0
COSC 6999,none,,0.0
COSC 8995,none,,0.0
COSC 8999,none,,0.0
COSC 9970,none,,0.0
COSC 9974,none,,0.0
COSC 9975,none,,0.0
COSC 9976,none,,0.0
COSC 9987,none,,0.0
COSC 9988,none,,0.0
COSC 9989,none,,0.0
COSC 9991,none,,0.0
COSC 9992,none,,0.0
COSC 9993,none,,0.0
COSC 9994,none,,0.0
COSC 9995,none,,0.0
COSC 9996,none,,0.0
COSC 9997,none,,0.0
COSC 9998,none,,0.0
COSC 9999,none,,0.0
COUN 6000,none,,0.0
COUN 6001,COUN 6000;COUN 6020,,0.0
COUN 6003,COUN 6000,,0.0
COUN 6005,COUN 6000,,0.0
COUN 6010,COUN 6000,,0.0
COUN 6012,COUN 6000,,0.0
COUN 6020,none,,0.0
COUN 6030,none,,0.0
COUN 6040,COUN 6000;COUN 6030,,0.0
COUN 6050,COUN 6000;COUN 6030;COUN 6070,,0.0
COUN 6055,none,,0.0
COUN 6060,none,,0.0
COUN 6070,COUN 6000,,0.0
COUN 6080,COUN 6000;COUN 6020;COUN 6030;COUN 6070,,0.0
COUN 6090,COUN 6000;COUN 6003 or COUN 6005,,0.0
COUN 6110,none,,0.0
COUN 6120,COUN 6000;COUN 6030,,0.0
COUN 6130,COUN 6000;COUN 6030,,0.0
COUN 6150,COUN 6000,,0.0
COUN 6160,COUN 6000;COUN 6001 or COUN 6003;COUN 6030,,0.0
COUN 6170,COUN 6000;COUN 6020;COUN 6030;COUN 6060,,0.0
COUN 6180,COUN 6000;COUN 6030;COUN 6060;COUN 6012;COUN 6040;COUN 6965,,0.0
COUN 6220,COUN 6000,,0.0
COUN 6230,COUN 6060,,0.0
COUN 6400,none,COUN 6986,0.0
COUN 6410,none,COUN 6990,0.0
COUN 6931,none,,0.0
COUN 6964,none,COUN 6003 or COUN 6005,0.0
COUN 6965,COUN 6000;COUN 6030;COUN 6060,COUN 6003 or COUN 6005 or COUN 6012 or COUN 6120,0.0
COUN 6969,none,COUN 6040,0.0
COUN 6970,COUN 6000,COUN 6001,0.0
COUN 6971,none,COUN 6000,0.0
COUN 6972,none,COUN 6965,0.0
COUN 6986,COUN 6000;COUN 6030;COUN 6060;COUN 6003 or COUN 6005;COUN 6012;COUN 6965,COUN 6040;COUN 6120;COUN 6130,0.0
COUN 6990,COUN 6000;COUN 6001;COUN 6010;COUN 6020;COUN 6030;COUN 6060;COUN 6070;COUN 6080;COUN 6970,COUN 6040;COUN 6120;COUN 6050,0.0
COUN 9984,none,,0.0
COUN 9985,none,,0.0
COUN 9986,none,,0.0
CRLS 1001,none,,0.0
CRLS 2001,none,,0.0
CRLS 2100,none,,0.0
CRLS 2110,none,,0.0
CRLS 2200,none,,0.0
CRLS 2300,none,,0.0
CRLS 2350,none,,0.0
CRLS 2400,none,,0.0
CRLS 2500,none,,0.0
CRLS 2540,none,,0.0
CRLS 2800,none,,0.0
CRLS 3050,CRLS 1001;CRLS 2001;SOWJ 1001;SOCI 1001;SOCI 2060,,0.0
CRLS 3120,CRLS 1001;CRLS 2001;ANTH 1001;SOCI 1001;SOWJ 1001,,0.0
CRLS 3130,CRLS 1001;CRLS 2001;SOCI 1001 or SOWJ 1001,,0.0
CRLS 3140,CRLS 1001;CRLS 2001;SOCI 1001 or SOWJ 1001,,0.0
CRLS 3150,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,0.0
CRLS 3170,none,,0.0
CRLS 3570,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,0.0
CRLS 3600,CRLS 1001;CRLS 2001;SOCI 1001;INGS 1001;SOWJ 1001,,0.0
CRLS 3620,CRLS 1001;CRLS 2001;SOCI 1001 or SOWJ 1001,,0.0
CRLS 3640,CRLS 1001;CRLS 2001;SOCI 1001;INGS 1001;SOWJ 1001,,0.0
CRLS 3660,CRLS 1001;CRLS 2001;INGS 1001;SOCI 1001 or SOWJ 1001,,0.0
CRLS 3680,CRLS 1001;CRLS 2001;SOCI 1001 or SOWJ 1001,,0.0
CRLS 3700,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,0.0
CRLS 3986,SOCI 3050,,4.0
CRLS 4000,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,3.0
CRLS 4100,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001;CRLS 3050 or SOCI 3050,,3.0
CRLS 4180,CRLS 1001;CRLS 2001;SOCI 1001;INPS 2010;SOWJ 1001,,3.0
CRLS 4199,none,,0.0
CRLS 4299,none,,0.0
CRLS 4300,CRLS 1001;CRLS 2001;SOWJ 1001;SOCI 1001;INGS 1001 or INPS 2010,,0.0
CRLS 4350,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,0.0
CRLS 4360,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,0.0
CRLS 4400,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,3.0
CRLS 4499,none,,0.0
CRLS 4599,none,,0.0
CRLS 4700,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,3.0
CRLS 4710,CRLS 1001;CRLS 2001;SOCI 1001;SOWJ 1001,,0.0
CRLS 4931,none,,0.0
CRLS 4956,none,,0.0
CRLS 4986,CRLS 3986,,4.0
CRLS 4995,none,,0.0
CRLS 4997,SOCI 3050,,4.0
CRLS 5000,none,,0.0
CRLS 5100,none,,0.0
CRLS 5180,none,,0.0
CRLS 5300,none,,0.0
CRLS 5350,none,,0.0
CRLS 5360,none,,0.0
CRLS 5400,none,,0.0
CRLS 5600,none,,0.0
CRLS 5640,none,,0.0
CRLS 5660,none,,0.0
CRLS 5700,none,,0.0
CRLS 5710,none,,0.0
CRLS 5931,none,,0.0
CRLS 6050,none,,0.0
CRLS 6100,SOCI 2060,,0.0
CRLS 6200,none,,0.0
CRLS 6300,none,,0.0
CRLS 6970,none,,0.0
CRLS 6975,CRLS 6100,,0.0
CRLS 6995,none,,0.0
CRLS 9970,none,,0.0
DANC 1100,none,,0.0
DANC 2010,none,,0.0
DANC 2020,none,,0.0
DANC 2040,DANC 2020,,0.0
DANC 2120,none,,0.0
DANC 2140,DANC 2120,,0.0
DANC 2220,none,,0.0
DANC 2240,DANC 2220,,0.0
DANC 2420,none,,0.0
DANC 2440,DANC 2420,,0.0
DANC 2500,DANC 2020;DANC 2120;DANC 2220 or DANC 2420,,0.0
DANC 3100,none,,0.0
DANC 4500,DANC 2020;DANC 2120;DANC 2220 or DANC 2420,,0.0
DANC 4953,none,,0.0
DANC 4995,none,,0.0
DANC 4999,none,,0.0
DECS 7310,none,,0.0
DECS 7314,none,,0.0
DECS 7320,none,,0.0
DECS 7324,none,,0.0
DECS 7334,none,,0.0
DECS 7410,none,,0.0
DECS 7414,none,,0.0
DECS 7424,none,,0.0
DECS 7996,none,,0.0
DEDS 7222,none,,0.0
DEDS 7234,none,,0.0
DEDS 7310,none,,0.0
DEDS 7314,none,,0.0
DEDS 7324,none,,0.0
DEDS 7334,none,,0.0
DEDS 7414,none,,0.0
DEDS 7424,none,,0.0
DEGD 7110,none,,0.0
DEGD 7113,none,,0.0
DEGD 7122,none,,0.0
DEGD 7123,none,,0.0
DEGD 7125,none,,0.0
DEGD 7134,none,,0.0
DEGD 7135,none,,0.0
DEGD 7212,none,,0.0
DEGD 7213,none,,0.0
DEGD 7215,none,,0.0
DEGD 7222,none,,0.0
DEGD 7223,none,,0.0
DEGD 7234,none,,0.0
DEGD 7310,none,,0.0
DEGD 7320,none,,0.0
DEGD 7324,none,,0.0
DEGD 7330,none,,0.0
DEGD 7414,none,,0.0
DEGD 7424,none,,0.0
DEGD 7434,none,,0.0
DEIN 7110,none,,0.0
DEIN 7111,none,,0.0
DEIN 7114,none,,0.0
DEIN 7117,none,,0.0
DEIN 7118,none,,0.0
DEIN 7120,none,,0.0
DEIN 7121,none,,0.0
DEIN 7124,none,,0.0
DEIN 7127,none,,0.0
DEIN 7128,none,,0.0
DEIN 7130,none,,0.0
DEIN 7134,none,,0.0
DEIN 7137,none,,0.0
DEIN 7138,none,,0.0
DEIN 7210,none,,0.0
DEIN 7214,none,,0.0
DEIN 7217,none,,0.0
DEIN 7218,none,,0.0
DEIN 7221,none,,0.0
DEIN 7223,none,,0.0
DEIN 7224,none,,0.0
DEIN 7227,none,,0.0
DEIN 7228,none,,0.0
DEIN 7230,none,,0.0
DEIN 7231,none,,0.0
DEIN 7234,none,,0.0
DEIN 7237,none,,0.0
DEIN 7238,none,,0.0
DEIN 7239,none,,0.0
DEIN 7310,none,,0.0
DEIN 7317,none,,0.0
DEIN 7318,none,,0.0
DEIN 7320,none,,0.0
DEIN 7327,none,,0.0
DEIN 7328,none,,0.0
DEIN 7330,none,,0.0
DEIN 7337,none,,0.0
DEIN 7338,none,,0.0
DEIN 7410,none,,0.0
DEIN 7417,none,,0.0
DEIN 7418,none,,0.0
DEIN 7427,none,,0.0
DEIN 7428,none,,0.0
DEIN 7550,none,,0.0
DEIN 7931,none,,0.0
DEIN 7932,none,,0.0
DEIN 7995,none,,0.0
DENT 6001,none,,0.0
DENT 6002,none,,0.0
DENT 6003,none,,0.0
DENT 6930,none,,0.0
DENT 6953,none,,0.0
DENT 6954,none,,0.0
DENT 6980,none,,0.0
DENT 6995,none,,0.0
DENT 6999,none,,0.0
DENT 9970,none,,0.0
DENT 9994,none,,0.0
DENT 9995,none,,0.0
DENT 9996,none,,0.0
DESS 7210,none,,0.0
DESS 7211,none,,0.0
DESS 7212,none,,0.0
DESS 7230,none,,0.0
DESS 7231,none,,0.0
DESS 7234,none,,0.0
DESS 7310,none,,0.0
DESS 7314,none,,0.0
DESS 7318,none,,0.0
DESS 7319,none,,0.0
DESS 7320,none,,0.0
DESS 7321,none,,0.0
DESS 7323,none,,0.0
DESS 7324,none,,0.0
DESS 7334,none,,0.0
DESS 7414,none,,0.0
DESS 7418,none,,0.0
DESS 7419,none,,0.0
DESS 7424,none,,0.0
DGMD 2205,none,,0.0
DGMD 2335,none,,0.0
DGMD 2565,none,,0.0
DGMD 3210,DGMD 2205,,0.0
DGMD 3220,DGMD 2205,,0.0
DGMD 3230,DGMD 2205;DGMD 2335,,0.0
DGMD 3250,DGMD 2205;DGMD 2335,,0.0
DGMD 3260,DGMD 2205;DGMD 2335,,0.0
DGMD 3270,DGMD 2335,,0.0
DGMD 3500,DGMD 2205 or COSC 1000,,0.0
DGMD 3555,DGMD 2205;DGMD 2335,,0.0
DGMD 3600,DGMD 2205 or COSC 1000,,0.0
DGMD 3840,none,,0.0
DGMD 3986,none,,0.0
DGMD 3999,DGMD 2205;DGMD 2335,,3.0
DGMD 4260,none,,4.0
DGMD 4280,DGMD 2205,,4.0
DGMD 4345,DGMD 2335,,4.0
DGMD 4500,DGMD 2205 or COSC 1000,,0.0
DGMD 4600,DGMD 4500,,0.0
DGMD 4700,none,,0.0
DGMD 4800,COMM 3800,,0.0
DGMD 4810,none,,0.0
DGMD 4825,DGMD 2205;DGMD 2335,,0.0
DGMD 4845,none,,0.0
DGMD 4850,none,,0.0
